"","sim","G","sampler","relabalg","ellipsealg","thamesalg","estimate","value"
"370","10","5","STAN","STEPHENS","standard","permutations","upper","-223.313184024582"
"371","11","5","STAN","STEPHENS","standard","permutations","upper","-224.572124671776"
"372","12","5","STAN","STEPHENS","standard","permutations","upper","-223.590436174167"
"373","13","5","STAN","STEPHENS","standard","permutations","upper","-222.70826563675"
"374","14","5","STAN","STEPHENS","standard","permutations","upper","-222.689166943007"
"375","15","5","STAN","STEPHENS","standard","permutations","upper","-223.993441615323"
"376","16","5","STAN","STEPHENS","standard","permutations","upper","-223.058621044595"
"377","17","5","STAN","STEPHENS","standard","permutations","upper","-223.552218065349"
"378","18","5","STAN","STEPHENS","standard","permutations","upper","-223.477507994195"
"379","19","5","STAN","STEPHENS","standard","permutations","upper","-223.940070017485"
"380","20","5","STAN","STEPHENS","standard","permutations","upper","-224.180410313599"
"381","1","6","STAN","STEPHENS","standard","permutations","upper","-223.062013828344"
"382","2","6","STAN","STEPHENS","standard","permutations","upper","-223.54122166331"
"383","3","6","STAN","STEPHENS","standard","permutations","upper","-222.261141423724"
"384","4","6","STAN","STEPHENS","standard","permutations","upper","-221.844955548163"
"385","5","6","STAN","STEPHENS","standard","permutations","upper","-223.492684155887"
"386","6","6","STAN","STEPHENS","standard","permutations","upper","-223.727053023924"
"387","7","6","STAN","STEPHENS","standard","permutations","upper","-223.210883972904"
"388","8","6","STAN","STEPHENS","standard","permutations","upper","-223.238363834723"
"389","9","6","STAN","STEPHENS","standard","permutations","upper","-222.627531691667"
"390","10","6","STAN","STEPHENS","standard","permutations","upper","-222.558142026612"
"391","11","6","STAN","STEPHENS","standard","permutations","upper","-223.13151291917"
"392","12","6","STAN","STEPHENS","standard","permutations","upper","-223.506286877919"
"393","13","6","STAN","STEPHENS","standard","permutations","upper","-221.576888212619"
"394","14","6","STAN","STEPHENS","standard","permutations","upper","-223.818655416186"
"395","15","6","STAN","STEPHENS","standard","permutations","upper","-222.771745961174"
"396","16","6","STAN","STEPHENS","standard","permutations","upper","-223.182691437854"
"397","17","6","STAN","STEPHENS","standard","permutations","upper","-223.035378078586"
"398","18","6","STAN","STEPHENS","standard","permutations","upper","-222.884273674062"
"399","19","6","STAN","STEPHENS","standard","permutations","upper","-221.914613100072"
"400","20","6","STAN","STEPHENS","standard","permutations","upper","-223.026746968091"
"401","1","2","JAGS","ECR","standard","simple","upper","-234.739279496773"
